file,pick,cos1,cos2,cos_margin,noisy_P808,noisy_SIG,noisy_BAK,noisy_OVRL,enh_P808,enh_SIG,enh_BAK,enh_OVRL,dP808,dSIG,dBAK,dOVRL,margin_bin
hdns-ap_mobile-Logitech_ZONE_TRUE_WIRELESS_BT-pid_900050-mobile-9e05d55f-34a3-4bca-b831-0018a2da5356-TwoSpeakersWithBackgroundNoise-mic.wav,0,0.41898220777511597,0.6842041611671448,0.2652219533920288,2.871426820755005,3.4309987457527718,1.8704016475316123,2.0755719460058732,3.3405187129974365,3.2497328728166353,3.4351527621990234,2.7175481042547447,0.46909189224243164,-0.1812658729361365,1.5647511146674111,0.6419761582488714,"(0.2, 0.3]"
spns-lk-RPABS_nextroom_mm_person5_0.5_secon_202212161544140017-in.trim.wav,1,0.6924089193344116,0.3029128909111023,0.3894960284233093,2.6935039680937063,1.971586414928318,1.6666933483096,1.535659614159635,2.9076676265053125,2.6995750017846087,3.0822164083439567,2.168880567506917,0.21416365841160623,0.7279885868562908,1.4155230600343567,0.6332209533472821,"(0.3, 0.5]"
spns-lk-RPABS_csameroom_ff_person4_0.5_female_1m_202212182343560017-in.trim.wav,1,0.550557017326355,0.04306694492697716,0.5074900984764099,2.8123389517906867,2.3808645373383897,1.52820221637995,1.6302686454128665,3.0585413592876773,2.8907231787319274,2.968513182313466,2.247804137040867,0.24620240749699063,0.5098586413935378,1.4403109659335158,0.6175354916280005,"(0.5, 1.0]"
hdns-mt-win_bIORxE3w9ky1BjsRmZy4Gw--TwoSpeakers_mic.wav,1,0.6927640438079834,0.3482435345649719,0.3445205092430115,3.2461880956377303,3.5681674166144233,2.6922564840650978,2.565858317452068,3.570214646203177,3.5714434196579754,3.854641956840761,3.1776378977745794,0.32402655056544694,0.0032760030435521337,1.162385472775663,0.6117795803225112,"(0.3, 0.5]"
spns-lk-RPABS_csameroom_fm_person4_0.5_male_1m_202212182341180015-in.trim.wav,0,-0.17457392811775208,0.5810840129852295,0.7556579113006592,2.8534898878347996,2.382300616496971,1.5944614112395732,1.6745783564844718,3.1129907309406937,2.5816355970000524,3.694508989518401,2.2781377360354114,0.25950084310589405,0.1993349805030813,2.1000475782788275,0.6035593795509395,"(0.5, 1.0]"
hdns-sa_04554b33-bf18-4075-b3c4-f2003ba796f1_uploaded.wav,1,0.6957343816757202,0.37991341948509216,0.31582096219062805,2.7570086206708635,3.297952902885555,1.7707937907752342,1.9139335077130177,3.0276050567626953,2.794495925113574,3.7706504766912734,2.4758855582143084,0.2705964360918318,-0.5034569777719811,1.9998566859160392,0.5619520505012907,"(0.3, 0.5]"
hdns-ap_mobile-Bose_Headphones_700_NC_BT-pid_900001-mobile-805a6c14-76b4-4648-ae1b-477430dd0f11-TwoSpeakersWithBackgroundNoise-mic.wav,1,0.737067461013794,0.44370612502098083,0.2933613359928131,3.1430165767669678,2.699622534691135,1.766033296251645,1.7457096416955993,3.339399814605713,2.7519139214060906,3.3990086356422484,2.281499415206518,0.19638323783874512,0.05229138671495548,1.6329753393906035,0.5357897735109189,"(0.2, 0.3]"
hdns-mt_A2NMAOYBBJTO0R_CarNoise_Neighbor_clip_3_subset5.wav,0,0.4900343716144562,0.7185875773429871,0.22855320572853088,2.7824364049094066,2.618022918623287,1.3878718662435185,1.5123871556217328,3.0536526952471053,2.6421303868984745,2.7368645640538523,2.0375416140920546,0.2712162903376987,0.024107468275187394,1.3489926978103337,0.5251544584703218,"(0.2, 0.3]"
hdns-ap_desktop-Headset_Microphone_Plantronics_Savi_8200_Office_Series-pid_900074-CaQVKyFsyEyFNwd6wkBUSQ--TwoSpeakersNoise2--Kids-mic.wav,1,0.5920594930648804,0.24473167955875397,0.3473278284072876,3.177093505859375,3.572862348287298,3.1687339117858726,2.7821984085646982,3.677159547805786,3.650558153463198,4.034583416380438,3.2996435943261617,0.5000660419464111,0.07769580517590002,0.8658495045945656,0.5174451857614635,"(0.3, 0.5]"
hdns-mt-win_bIORxE3w9ky1BjsRmZy4Gw--TwoSpeakersNoise1--TV_mic.wav,1,0.6010817885398865,0.24676698446273804,0.35431480407714844,2.732771532876151,3.4841797027600103,1.8597339482070434,2.0962444984710036,3.352142947060721,3.2750174152874325,3.0998129676827766,2.601946026210253,0.6193714141845703,-0.2091622874725778,1.2400790194757332,0.5057015277392494,"(0.3, 0.5]"
hdns-mt-win_Qk38xi7d0k2OpHGUqeMRAQ--TwoSpeakers_mic.wav,1,0.5475570559501648,0.3311077654361725,0.2164492905139923,3.1697006225585938,3.5059420120340112,2.458171766712467,2.3888396768883178,3.5748375058174133,3.531250467586851,3.4095209582543973,2.8884173627386263,0.4051368832588196,0.02530845555283978,0.9513491915419303,0.4995776858503085,"(0.2, 0.3]"
hdns-ap_mobile-Bose_Quiet_Comfort_45_BT-pid_900001-mobile-feaaf4aa-771d-434e-8789-60dd44d67f98-TwoSpeakersWithBackgroundNoise-mic.wav,1,0.5187101364135742,0.1206209659576416,0.3980891704559326,2.4178383350372314,1.252742495598837,1.1766227375725444,1.1325434447754248,2.9216995239257812,1.9319035217582878,3.101019608720662,1.615509574114331,0.5038611888885498,0.6791610261594507,1.9243968711481174,0.48296612933890626,"(0.3, 0.5]"
hdns-ap_mobile-Plantronics_Blackwire_C3210_USB-pid_900052-mobile-a2872ba6-67d8-4d6b-9e60-df05ad4277c0-TalkWithBackgroundNoise-mic.wav,0,0.27916035056114197,0.5206703543663025,0.24151000380516052,3.5124154090881348,3.728685545310502,2.9928663268984756,2.862767777981881,3.778088092803955,3.6067819925139353,4.035010977733203,3.3112003501241567,0.2656726837158203,-0.12190355279656684,1.042144650834727,0.4484325721422757,"(0.2, 0.3]"
hdns-ap_mobile-Bose_Quiet_Comfort_35_II_BT-pid_900017-mobile-27375312-9a45-452e-86a3-55bba9b990fa-TwoSpeakers-mic.wav,0,0.17285653948783875,0.5127958059310913,0.33993926644325256,3.3656935691833496,3.458090080635078,2.269366585968941,2.2469933610592547,3.0364227294921875,3.404395297898713,3.110917246362166,2.6916029771809504,-0.3292708396911621,-0.05369478273636519,0.8415506603932248,0.4446096161216957,"(0.3, 0.5]"
hdns-ap_mobile-Audio-Technical_ATH-M20X_USB-pid_900011-mobile-2b546bf4-5b3f-4b07-8675-a8940491fc03-TalkWithBackgroundNoise-mic.wav,1,0.6346818208694458,0.3284286558628082,0.3062531650066376,3.4429070949554443,3.5779127611362935,2.771926420914182,2.5781846832009645,3.6371679306030273,3.508629619826598,3.6884689051041653,3.0084142306330297,0.194260835647583,-0.06928314130969548,0.9165424841899834,0.4302295474320652,"(0.3, 0.5]"
hdns-sa_029b0572-bca2-4ae0-b923-98b56e297504_uploaded.wav,0,0.12025029957294464,0.467764675617218,0.34751439094543457,3.0825224263327464,3.2801518480602367,2.1849017906428654,2.0950928745768373,3.2637160505567278,3.052956824449382,3.3434824235402827,2.5230118779171966,0.18119362422398133,-0.22719502361085464,1.1585806328974173,0.42791900334035926,"(0.3, 0.5]"
hdns-ap_mobile-Poly_Blackwire_5220_USB-pid_900001-mobile-4544bfba-8f0c-4ab9-8172-ed541314ce03-TwoSpeakers-mic.wav,1,0.6987036466598511,0.3565528690814972,0.3421507775783539,3.265187978744507,2.6747163559077283,1.8044586070258595,1.7345281407952176,3.4823381900787354,2.5564562732355784,3.443762464267861,2.1451593082438025,0.21715021133422852,-0.11826008267214982,1.6393038572420016,0.41063116744858497,"(0.3, 0.5]"
hdns-ap_mobile-Bose_Headphones_700_NC_BT-pid_900023-mobile-43f831e1-e1b9-400f-9f42-ade45f50f870-TwoSpeakersWithBackgroundNoise-mic.wav,1,0.5116994380950928,0.27492475509643555,0.23677468299865723,3.153397560119629,3.437252719200962,2.477191933765364,2.340943919599853,2.945345640182495,3.478661603046901,3.1896563933631863,2.740555908653453,-0.2080519199371338,0.041408883845939215,0.7124644595978222,0.39961198905360007,"(0.2, 0.3]"
hdns-mt-win_5eHJGKeXdU2h7kmb6DIPWA--TwoSpeakersNoise1--Vacuum_cleaner_mic.wav,1,0.47912073135375977,0.16577434539794922,0.31334638595581055,2.5942951440811157,3.665054350743839,2.9702452840686266,2.6969980437553125,3.233176976442337,3.4390978858882875,3.924469081386564,3.0866077679484825,0.6388818323612213,-0.22595646485555143,0.9542237973179373,0.38960972419316997,"(0.3, 0.5]"
hdns-mt_A7X1BOBQS2K9J_NoNoise_Neighbor_clip_1_subset5.wav,1,0.6794482469558716,0.43730297684669495,0.24214527010917664,2.8947798183986118,3.5125963570519936,2.8650631053143853,2.5421420336001,3.3624654497419084,3.2562735168440704,3.8831815186845176,2.9017175732655347,0.46768563134329666,-0.2563228402079232,1.0181184133701322,0.35957553966543454,"(0.2, 0.3]"
hdns-ap_mobile-Bose_Quiet_Comfort_45_BT-pid_900093-mobile-756338dd-3320-4af8-a6c8-9b76e511b04f-TwoSpeakersWithBackgroundNoise-mic.wav,1,0.7142636775970459,0.48703858256340027,0.22722509503364563,3.5187325477600098,3.3544650820889035,2.5586973002375513,2.342257218906291,3.696742296218872,3.399902515790538,3.2311614857155524,2.6897371543800492,0.1780097484588623,0.04543743370163433,0.6724641854780011,0.34747993547375833,"(0.2, 0.3]"
hdns-sa_b23892d7-e584-4aa6-b82b-515b0b728e38_uploaded.wav,0,0.3898729383945465,0.5937969088554382,0.20392397046089172,3.7801003796713695,3.4717563262273963,2.8171049239004256,2.5584043039150637,3.8215961115700856,3.352013913804998,3.6156053786749225,2.899145325995559,0.04149573189871614,-0.11974241242239847,0.7985004547744969,0.34074102208049517,"(0.2, 0.3]"
hdns-ap_mobile-Bose_Quiet_Comfort_35_II_BT-pid_900079-mobile-e60035b8-4076-4abc-884c-058f33ae5261-TwoSpeakers-mic.wav,1,0.6525352001190186,0.2533366084098816,0.39919859170913696,3.4041850566864014,3.203570800754317,2.6889074466817586,2.27819081471408,3.6493802070617676,3.180293786245895,3.3632503796495214,2.607336854263991,0.2451951503753662,-0.023277014508422234,0.6743429329677628,0.32914603954991106,"(0.3, 0.5]"
hdns-ap_mobile-Sennheiser_Momentum_Wireless_BT-pid_900079-mobile-57b1c972-ace2-4d13-8d99-cabf5607ea9e-TwoSpeakers-mic.wav,1,0.666488766670227,0.3387853801250458,0.3277033865451813,3.4121041297912598,3.4510049500793287,3.309726459273333,2.82689323213327,3.724152088165283,3.4652480247608217,3.9081508983883477,3.0989601494924783,0.31204795837402344,0.014243074681492995,0.5984244391150146,0.2720669173592083,"(0.3, 0.5]"
spns-lk-RPABS_nextroom_fm_person1_0.5_secon_202212191118420015-in.trim.wav,0,0.3536299169063568,0.5807259678840637,0.2270960509777069,2.753827377241485,1.9702549616762484,1.5058063851204568,1.4860271305775918,2.5298925589542,2.3598300032412687,2.497137297514931,1.7567663747694706,-0.2239348182872849,0.3895750415650203,0.991330912394474,0.2707392441918788,"(0.2, 0.3]"
hdns-ap_mobile-Bose_Headphones_700_NC_BT-pid_900023-mobile-10d084a1-ba6f-4c34-afdf-3ae4c97fb582-TwoSpeakers-mic.wav,1,0.531718909740448,0.18758104741573334,0.34413784742355347,3.4045498371124268,3.3778975534754854,2.8453416362505837,2.4655960704769355,3.2611887454986572,3.351818743212497,3.4158523357215187,2.7285561405907486,-0.14336109161376953,-0.026078810262988306,0.570510699470935,0.26296007011381306,"(0.3, 0.5]"
hdns-ap_mobile-Logitech_ZONE_TRUE_WIRELESS_BT-pid_900052-mobile-bdc7698c-6ce2-4e33-aefd-bd310710efaa-TalkWithBackgroundNoise-mic.wav,0,0.1061781495809555,0.39516711235046387,0.28898894786834717,3.4516043663024902,3.585860263166047,2.2923362627726784,2.409042185922779,3.45986008644104,3.3893506719079713,3.068295696750253,2.650155110449489,0.008255720138549805,-0.19650959125807566,0.7759594339775746,0.24111292452671007,"(0.2, 0.3]"
hdns-mt-win_5eHJGKeXdU2h7kmb6DIPWA--TwoSpeakers_mic.wav,1,0.39926809072494507,0.16614827513694763,0.23311981558799744,3.1195265650749207,3.560129903828527,3.1351657924823977,2.7651175024271497,3.6331003606319427,3.35235058584693,3.96747960771322,3.004087867184289,0.5135737955570221,-0.207779317981597,0.8323138152308225,0.2389703647571393,"(0.2, 0.3]"
hdns-ap_desktop-Microphone_RODE_NT-USB-pid_900043-wczkiSWVGEexQGKakiaXIQ--TwoSpeakersNoise2--Traffic-mic.wav,1,0.5524744987487793,0.27796992659568787,0.27450457215309143,2.563504934310913,3.4060752163341146,2.9200370525440817,2.5195525821367664,2.851811647415161,3.3033430186647377,3.6666277476468085,2.715122429189689,0.28830671310424805,-0.10273219766937691,0.7465906951027268,0.1955698470529228,"(0.2, 0.3]"
hdns-ap_mobile-Poly_Blackwire_5220_USB-pid_900001-mobile-4544bfba-8f0c-4ab9-8172-ed541314ce03-TwoSpeakersWithBackgroundNoise-mic.wav,1,0.6394794583320618,0.2975694239139557,0.3419100344181061,2.990112781524658,2.558819267262046,2.331906774275171,1.8787508448923103,3.2865700721740723,2.499987852027605,3.3994646455079116,2.062605261468473,0.29645729064941406,-0.05883141523444113,1.0675578712327405,0.18385441657616286,"(0.3, 0.5]"
hdns-mt-win_oF2OCkg2XkeLJpx60XoDLA--TwoSpeakers_mic.wav,1,0.5258759260177612,0.22630202770233154,0.2995738983154297,3.782604626246861,3.593749716306513,3.7957288416908077,3.1408182284167525,4.211265632084438,3.6167347637118317,4.11966687443622,3.3238977865654893,0.42866100583757705,0.022985047405318593,0.3239380327454122,0.18307955814873678,"(0.2, 0.3]"
hdns-sa_322267a2-2ef7-417a-bd65-d9bb255e66fd_uploaded.wav,1,0.600649356842041,0.3790537714958191,0.22159558534622192,3.4502137104670205,3.233850765888684,2.992014643606199,2.5332767947506674,3.673093338807424,3.3182278766751625,3.245848233562583,2.711673150923778,0.22287962834040353,0.08437711078647858,0.25383358995638394,0.17839635617311078,"(0.2, 0.3]"
hdns-mt_A2NMAOYBBJTO0R_NoNoise_Neighbor_clip_2_subset5.wav,1,0.6517913937568665,0.37472984194755554,0.2770615518093109,3.0500569343566895,3.013231839477572,1.9090301554382874,1.8312624746322839,3.3990317412785123,2.989805010755698,2.432521517578497,1.998120977408561,0.3489748069218228,-0.02342682872187396,0.5234913621402095,0.16685850277627723,"(0.2, 0.3]"
